ID,Username,Rating,Review Time,Review Content,Owner Response
247,daehyun woo,5,2022-06-29,"The view from the bridge is very nice!
When the time comes, I'll go up and see it.",
248,Melyssa Borguet,5,2018-06-30,Super belle vue depuis le pont. Le traverse à pied est la plus belle chose que j'ai fais à Montréal !,
249,Mio Mio,5,2020-06-29,Beautiful old steel bridge with colored lighting for special occasions.,
250,Marino (patience007),5,2022-06-29,"C'est mon pont préféré à Montréal,  je me souviens lorsque j'étais gamin,  on disait de ce pont qu'il allait tomber incessamment et je suis rendu à 72 ans... ettttt... il est toujours bien en place hihihihi !!!
Et dire qu'il y a des gens qui y sont décédés à l'intérieur de pylônes de béton,  je pense qu'il y en a  2 ou 3 ( sous toute réserve )qui y sont encore là !
C'est le pont qui en a fait jasé des gens,  crois-moi ! Il reste qu'il est tout à fait splendide !",
251,Willy Vendeville,5,2022-12-31,Magnifique pont en acier qui enjambe le fleuve Saint-Laurent et relie Montréal à Longueuil,
252,John Boy,4,2022-06-29,"Très beau, à part la piste cyclable qui n'est pas à jour. Il faudrait aussi forcer les piétons à emprunter le chemin piéton au lieu de faire des accidents du côté vélo.",
253,Justine Constantin,3,2019-06-30,Trop difficile d'accès à pieds mais vu agréable,
254,Réal Veilleux,4,2019-06-30,"Superbe éclairage de nuit surtout lors d'événements spéciaux mais malheureusement trop rares.  Éventail de possibilités de jeux de lumières mal exploité sans nécessairement être obligé d'interrompre la circulation sur le pont.  Toutefois, le jour pendant les heures de pointes, il est beaucoup moins intéressant à traverser !",
255,Hicham Alaoui,5,2020-06-29,"Le plus beau pont de La région métropolitaine de Montréal. Depuis l'année passée un jeu de lumière a été installé, le spectacle vaut le détour. On peut aussi admirer les feux d'artifices depuis ce pont qui devient complètement piétonnier durant ce spectacle pusieurs soirs l'été.",
256,jean-pierre madore,4,2022-06-29,"Je suis passé sur ce pont puis il éclairé des couleurs de l'Ukraine. C'était vraiment beau a voir, j'ai pas pu observer comme je voulais car il avait qu'une seule voix ouverte de Longueuil à Montréal puis il pleuvait..

La limite sur ce pont, c'est impossible de respecter la limite avec une seule voie ouverte..
Je suivais le véhicule devant moi puis je me fesait mettre de la pression par les véhicules  derrière moi.. le véhicule devant moi roulait à plus de 80km donc j'ai réduit ma vitesse a 60km pour pas avoir de contravention surtout sur un pont ça coûte terriblement cher pour l'avoir vécu sûr le pont Champlain.. je me souviens plus quelle était la limite a l'époque ? Une chose que je me souviens est d'avoir rouler 30km de plus que la limite.. ça m'avait coûté 235$ il a 20 ans de cela.. je m'en souviens comme si c'était hier car je gagnais 450$ semaine. Je revenais de mon chalet pour me rendre chez moi a mtl. Bref tout ça pour vous dire que mes moyens était limité à l'époque.

C'est pour cette raison que j'essaie le plus que possible de respecter la limite de vitesse sur un pont.. le véhicule derrière moi arrêtait pas de flashé c'est lumière pour que j'accélère.. il c'est tanné a pris une voie interdite ma dépasser avec un doigt d'honneur... J'ai continué ma route comme normal, je les tout simplement ignoré..",
257,Globule Agrumes,4,2021-06-29,"Un pont emblématique de la ville de Montréal et l'un des meilleurs endroits pour observer les feux d'artifice l'été... mais attention, si vous êtes en voiture et que vous devez accéder à l'île de Montréal depuis la rive sud, il est préférable de vérifier à l'avance qu'il n'y ait pas d'embouteillage!",
258,Timothe Gill,5,2020-06-29,TRÈS BELL endroit pour profiter du paysage!!!,
259,Marie-Ève Ampleman,5,2023-01-30,Faites attention de choisir la bonne voie avant. Ligne blanche au milieu.,
260,Raúl Asís Monforte González,5,2022-06-29,"As a Civil Engineer and Builder, I am strongly attracted to bridges. The Jacques Cartier Bridge is very beautiful, with an impressive steel structure, creating extraordinary views of the urban landscape in Montréal.",
261,Kim,4,2022-06-29,Imposante structure faisant voyager les curieux à travers le temps.,
262,Dante Rojas,4,2022-08-03,Sometimes there are personal events to explore it on foot,
263,Heureux Zazar,1,2022-12-31,Pas asser vite trow de lumiere pi pkoi entrer ou sortir dla volle anyway??! Mechante waste de tax,
264,Frédéric “Ti-Blancbec”,4,2022-12-01,"Cette après-midi la promenade était bonne, belle expérience, les lumières sont rouges ce soir.",
265,Muniekita Viviendo en Canada,5,2023-03-31,Beautiful Montreal landmark bridge,
266,Amine Esseghir,3,2022-08-03,Les deux d'artifices ont vraiment trop se succès. L'option du pont est hasardeuse 45 minutes avant le spectacle,
267,marcel archambault,4,2023-03-01,"Je n'ai pas pas sur le pont j.cartier, depuis 6 mois",
268,Stef Kedo,5,2023-01-30,Trop jolie,
269,yvon payeur,4,2023-03-31,Très beau le soir,
270,Linda Leblanc,4,2019-06-30,Structure toujours bien entretenue. On s'y sent en sécurité. Il est très fréquenté. C'est pourquoi il faut s'y prendre d'avance pour arriver à temps à destination. Il comporte des courbes et une pente près de Montréal. Cet endroit nécessite davantage d'attention surtout lorsque la chaussée est glissante.,
271,Mariam Maiga,5,2022-12-01,Beau surtout la nuit et circulation très fluide j’aime bien,
272,Julian Yee_V.,4,2020-06-29,"Le pont est magnifique et la vue vaut vraiment le coup, mais y circuler en vélo est assez stressant je trouve étant donné que la piste est assez étroite et il y a beaucoup de vélos.",
273,Nadoret Nibiru,5,2019-06-30,Depuis qu'ils ont installé des lumières décoratif je le trouve encore plus beau. J'aime son look 😍.. évident à l'heure de pointe que se soit dans les 2 sens il est parfois très congestionné.🤗😎😊 …,
274,Lalo Padilla,5,2020-06-29,"The Jacques Cartier bridge is a great option to see the Quebec fireworks festival in July, if you have the opportunity to see it from several points on different days this is a very good option, the only bad thing is that it does not have much of a viewing angle you're stuck to the bars.
At night it is illuminated",
275,Monica Bucur,1,2019-06-30,"Très déçue de ne pas être capable de me rendre à Montréal à pieds de novembre à avril. À cause de l'argent, la ville nous empêche de bénéficier de nos droits de l'homme de libre circulation comme piétons. Pour te rendre à Montréal (une île) de Rive Sud on doit payer le transport en commun ou utiliser une voiture. Dommage pour un pays libre.",
276,Benoit Desjardins,4,2018-06-30,"C'est un très beau pont qui est très amusant à traverser en vélo ou à pied (en effet, la vue sur Montréal est très belle). Par contre, en auto, la limite de vitesse (qui est de 50 km/h) est un peu trop basse.",
277,Leonardo Pancani,4,2022-09-02,Imposing bridge that is colored with colorful lights at night,
278,Maxime Le Doeuff,4,2022-11-01,"Belle vue, attention y a plein de voitures qui traversent le pont.",
279,Gaëlle Soatina,5,2022-08-03,Tres beau pont !,
280,Guy Constantineau,4,2019-06-30,"Pont reliant la Rive-Sud et l'Île de Montréal.

Très achalandé.  Il faut traverser de bonne-heure pour éviter l'heure de pointe.

La structure est bien entretenue.  Au centre du pont, il y a la sortie pour l'ile Ste-Hélène et La Ronde.

Ce pont est un symbole de Montréal.  Pour le 400ieme de la ville, un système d'éclairage a été installé, ce qui lui donne un nouveau cachet... très joli le soir.",
281,Normand Venne,5,2017-06-30,Ca va être magnifique une fois l'éclairage de nuit terminé :),
282,Partage777,4,2021-06-29,Vous verrez toutes les couleurs. Pont Jacques-Cartier est magnifique et illuminé de couleurs. C'est tellement attrayant après le coucher du soleil. Une prise de vue du Vieux-Port est l'idéale.,
283,Seira,5,2018-06-30,"Ce pont est très grand, depuis juin ou janvier 2016, je ne vais plus sur ce pont. Je ne souhaite jamais qu'il se démolisse. Il est possible que le pont illumine ce soir-ci tôt.",
284,aline4000,5,2023-03-01,J’aime se pont,
285,Louis Asselin,5,2020-06-29,"Avez vous vu la couleur que le pont illuminé prend à la nuit pluvieuse... ?   Wow !

Je m'y rend à vélo pour profiter des activités des îles du parc Jean Drapeau.",
286,Hubert Desmarais,5,2023-06-01,Merci beaucoup superbe appli,
287,Eric Gravel,5,2022-06-29,"Salut a tous, j'aime les ponts et celle de Jacques cartier et surtout quand je le traverse a pied pour voir la ville de Montréal où les feux d'artifices 🎉🎊 😁 merci pour cette belle vue et a plus a tous . …",
288,Agence Visite Virtuelle,5,2018-06-30,"Ce pont à l'allure très simple est un symbole de la ville. Il est possible de le traverser à pied ou à vélo pour rejoindre l'Île Sainte-Hélène en toute sécurité dans un espace réservé. On au milieu du Saint-Laurent on s'y sent tout petit. Lorsque le vent est bon, les odeurs de levure de la brasserie Molson à proximité.",
289,André Girard,5,2018-06-30,Photo prise sur la piste cyclable du pont Jacques-Cartier où un espace sécuritaire est aménagé pour prendre des photos et jouir de la vue du fleuve et de la ville qui est tout simplement magnifique à cet endroit .,
290,Jet,5,2020-06-29,"Depuis l'installation des lumières, le pont est devenu une attraction en soi !!
De plus; du côté de Montréal,   c l'endroit idéal pour voir les feux d'artifice  👍 …",
291,Lolo Cool,5,2023-05-30,Toujours une belle vue,
292,Safia Gue youbi,5,2022-06-29,Wow très jolie avec le lac en dessus on vois des deux côté du pont un lac très vaste c'est très bon a voir,
293,Gisele Paré,5,2022-06-29,C'est le meilleur chemin pour aller et revenir de la boutique Eze vêtements mode adaptés sur Beaubien Est. Google map n'indique que le tunnel.,
294,Mathieu LEDUC,5,2018-06-30,"Très beau pont. Si vous êtes motivés à monter à pied, vous aurez une très belle vue sur Montréal, quasiment aussi belle que du Mont Royal",
295,Lise Masse,5,2023-01-30,De toute beauté quelqu  e soit la couleur,
296,Sol Jiménez,5,2020-06-29,"Go on Saint John the Baptist Day!!! June 24, which is the National Holiday of Quebec Fête Nationale du Québec or Fête de la Saint-Jean,,, It Gets Incredible!!! This Bridge in Particular,,, With a Show of Synchronized Lights and Fireworks,,, the City is Enclosed in Total Hustle!!!",
297,Magi Bou,1,2017-06-30,Fermer deux voies le samedi pour des travaux alors que le chantier est totalement désert ! 11:40 et pas l'ombre d'un travailleur... Scène tyique du Québec... Jamais vu ça ailleurs !,
298,Pascaleee M,4,2020-06-29,"5 étoiles pour y marcher, 2 étoiles pour y rouler dessus.
Limite à 50 km/h. Toujours du traffic, les gens se coupent et mettent jamais leurs « flashers ».",
299,Cédrik Lemay,5,2017-06-30,"Emblème Montréalais qui trône le Saint-Laurent. La piste cyclable est souvent encombré de marcheurs, surtout lors d'événements majeurs, ce qui ralenti son emprunt à vélo. Permet d'accéder au parc Jean-Drapeau ainsi qu'à la rive sud.",
300,Alain Johnson,5,2020-06-29,"Très beau pont devenu un symbole pour Montréal
À voir le matin quand le soleil se lève à travers sa structure métallique",
301,James Ravel,5,2017-06-30,J'emprunte le pont jacques cartier quand je dois me rendre sur le circuit CGV. Le pont vous offrira une superbe vue de la ville de Montréal au retour. Il est possible de sentir les odeurs de levures qui viennent de l'usine Molson,
302,Rosana Icinkoff,5,2020-06-29,"We walked through it. A crazy adventure for fans of the walk. There are areas on both sides that are protected by bars for passers-by. Also, sometimes you can cross paths with a cyclist. You pass over the San Lorenzo River...you enjoy an extraordinary panoramic view. Yes, it is a road so there is a lot of noise from cars and trucks.",
303,Dom Sawyer,4,2022-06-29,Il faut (comme Montréalais ou comme touriste) marcher ou passer en vélo au moins une fois sur ce pont. Profiter de la vue.,
304,Alain Langdon,5,2022-12-01,Une chance qu'il y a le pont quand le tunnel est fermé.,
305,P. CHAUVE,5,2022-06-29,Nous l avons traversé a  pieds aller detour Bruyant mais quelle vue !,
306,Pierre Boies,4,2019-06-30,Un beau pont illuminé en soirée et agréable à traverser lorsqu'il n'y a pas de trafic!,
307,Igor Pivovar,5,2017-06-30,"A great opportunity to take a walk over Montreal and the St. Lawrence River. Good view of the city, river, parks Jean Drapeau, South Canal.",
308,Fabien S. (fasar),4,2020-06-29,C'est un bel endroit pour avoir un point de vue sur Montréal. En empruntant ce pont vous pouvez rejoindre l'île Saint-Helene.,
309,Ale M,4,2022-06-29,"J'adore ce pont, j'ai remarqué qu'il aurait besoin des places à peintuer",
310,Ekaterina E,4,2018-06-30,"Free place to watch fireworks. From 8.30 to 11.30 the road is closed to cars. Entrances to the bridge are controlled, bags are checked.",
311,Celia Knb,5,2019-06-30,Beau pont qui offre une vue magnifique. Pont franchissable en piste cyclable protégée de la route.,
312,Déménagements Sympathiques,5,2021-06-29,Un des plus beaux ponts du quebec,
313,M Daigneault,5,2019-06-30,"On est choyé d'avoir ce pont à Montréal , mon pont préféré depuis mon enfance, pour les feux , pour aller à la Ronde, pour aller à l'île ste-helene et Notre-Dame, le casino...",
314,Sandy B,4,2019-06-30,"Nous avons une superbe vue du pont Jacques Quartier, mais dommage que les barreaux de sécurité abîme quand même cette vue",
315,LUIS PAREDES,5,2023-06-22,Excellent,
316,Mike Bédard,5,2022-12-01,Le pont n'a pas tombé lorsqu'on est passé dessus,
317,Mohamed Riad Mokri,5,2022-09-02,Super vue pour les feu d'artifice,
318,philippine “phiphi_la”,5,2022-06-29,Très bien pour faire les photos de touriste,
319,Christian Stapf,3,2019-06-30,"Historical monument, albeit one cared for with little love. Really unfortunate that the footpath and cycle path are not passable during the winter.",
320,Vincent Garneau,5,2020-06-29,Très beau pont specialement le soir quand les lumieres sont allumées,
321,Raphaël Tremblay,4,2018-06-30,Magnifique avec les lumières très bon pour feux d'artifice passerelle pour vélo,
322,beaulieu mélanie,4,2018-06-30,Woww le soir quand nous revenons de la ro de le pont illuminer de toute beauter les lumière on dirais des gouttes d'eau qui glissé tous le long magnifique,
323,ernest cor-de-buy,3,2018-06-30,"à mon avis pas le plus beau pont du pays,mais il est célèbre et il gagne à être connu pour sa singularité.",
324,Benoit Mc Duff,5,2018-06-30,"Bon, les nouvelles lumières ''cool'' mais ce pont en n'avait pas besoin pour être magnifique",
325,Cardinal Cardinal,4,2023-01-30,Magnifique pont!,
326,xXWARRIORDUTYPROXx,5,2018-06-30,"Very big and impressive heights. If you are in the middle of the bridge and a ship passes under you, your heart stops with shock",
327,Julien “Djulio” Bussieres,5,2022-06-29,"Très belle vue du Pont Jaques Cartier, tout illuminé à Montréal 😃",
328,Sébastien Gemme,5,2022-12-31,Mon pont préféré,
329,Maude Soucy,5,2020-06-29,"Lorsqu'on traverse sur ce pont, on a accès à un très beau paysage de l'eau et des très hauts bâtiments qui sont sur le bord du fleuve",
330,Ugo Boudreault,5,2019-06-30,J'adore ce lieux parceque il fait partie de mon record personel de peinture most big one structure!,
331,Mélyse Larissa Malo,3,2018-06-30,Un des seuls pont encore debout. Dommage qu'on ait jeté à l'eau plusieurs milliers de dollars pour le rendre lumineux comme un sapin de Noël.,
332,CS gaming,4,2020-06-29,"Beau pont,agréable a traversé et offre une belle vue sur l'ile",
333,Yvandré Chagot,5,2018-06-30,Agréable à traverser à pied. La vue sur Montréal au lever et au coucher du soleil est magnifique.,
334,Аліна Джеломанова,4,2023-04-30,No review text provided.,
335,Isabelle meduri,3,2017-06-30,Tres beau pont surplombant le St Laurent mais tant de traffic...à presque toute heure....,
336,Aya Har,5,2020-06-29,Très bon lieu surtout quand il y en a les feux d'artifice,
337,Danny Lapierre,4,2018-06-30,"Maintenant il est beau le soir, on ne le voyait pas avant quand il était éclairé que par des ampoules 75 watts",
338,Sylvie Amos,5,2022-08-03,Pour aller voir les feux d'artifice...,
339,Louis Pagé,5,2022-08-03,"Allée voir les feu artifice
Super beau",
340,Bruno JJ Froment,2,2019-06-30,"Bien beau mais à coûté beaucoup trop chère aux montréalais s'en leurs consentement, comme le reste d'ailleurs.",
341,Rodolf Yvesand,3,2018-06-30,C'est beau l'éclairage... Avec la limitation de vitesse à 50 .... la traversée est ennuyeuse.,
342,Alexandre G,5,2022-06-29,Je ne suis pas tombé avec le pont donc assez satisfait de mon expérience.,
343,J-F Charky,5,2019-06-30,Le plus bel endroit à Montréal pour regarder les feux de la Ronde tous l'étés (samedis et mercredis)...,
344,Jonathan Paquette,5,2019-06-30,"J'adore ce pont. Beau, pratique et comporte beaucoup d'histoire.",
345,Jxsou,5,2018-06-30,Très belle vue surtout le soir quand il s’allume !,
346,Mylène Fortin,4,2022-11-01,"Pont en bon état, bonne signalétique, bien éclairé.",
347,Maxime Brochu,4,2017-06-30,Belle endroit pour se rendre à Montréal ou au parc Jean-Drapeau à vélo. Belle vue sur Montréal.,
348,DMC,5,2022-09-02,Le pont le plus solide de mtl,
349,Vincent Jacques,5,2018-06-30,Le Pont Jacques Cartier est un icône de la ville de Montréal.,
350,Van Uffel Christophe,4,2020-06-29,"A voir de nuit, surtout lors des feux d'artifices lors desquels il est ouvert aux piétons.",
351,Alexandre E.,5,2019-06-30,Fabuleux et que dire depuis l'ajout des illuminations... Exceptionnel et magique ! A voir absolument !,
352,Antoine Leclerc,5,2018-06-30,"Lieu historique, idéal pour accéder à l'île ste Hélène ou pour voir les feux d'artifice.",
353,Daniel Cardinal,5,2022-12-01,Facile d'accéder à vélo,
354,Nikita Damiens,4,2018-06-30,Lieu touristique à ne pas manquer. Grandiose et très beau la nuit.,
355,Jen,5,2019-06-30,Super endroit pour voir les feux artifice. Bonne sécurité.,
356,Nouha Boujelben,4,2018-06-30,Super beau surtout lors des feux d'artifice!,
357,Yan Laupin,5,2018-06-30,Un tres beau pont qui fait parti du paysage de Montreal,
358,Hélène Duquette,4,2018-06-30,Excellent pont. Beau depuis qu’il est illuminé.,
359,VERONIQUE LEBRETON,4,2020-06-29,Grande traversée pour les marcheurs ou les cyclistes pour rejoindre de Longueuil au parc Jean Drapeau ou encore Montréal,
360,Denis Royal,5,2021-06-29,Demeure toujours le pont le plus accessible à moin de travaux ou accident sur le pont,
361,Alexandre Bédard,3,2017-06-30,"Le pont est tres utile, parcontre les lumiere sont completement inutile!",
362,Elia Nava,5,2023-03-01,Beautiful,
363,Eric Quesnel,4,2020-06-29,Jai adore regarder les feux d'artifice une soirée mémorable,
364,Benali sba,4,2019-06-30,"Pont mythique de Montréal .
L'un des symboles de cette belle ville.",
365,Zou B,4,2018-06-30,Quand il fait beau c'est agréable de le traverser à vélo,
366,Chantal Renaud Donald Morin (Renaud Morin),1,2019-06-30,Mon supplice quotidien... Faut y passer de très bonne heure si on souhaite s'en tirer. Bon courage.,
367,Chaly VG,5,2020-06-29,Really beautiful...at night you enjoy the lights!!!,
368,Stéphane Caron,4,2019-06-30,Magnifique vue de Montréal lorsque pris dans les embouteillages!!,
369,Frederick Legrain,5,2018-06-30,Un habillage lumineux très joli pour égayer les nuits Montréalaises.,
370,Alex Leduc,4,2018-06-30,Belle place pour observer les feux d artifices,
371,K Aka,5,2023-03-31,No review text provided.,
372,Ghislain Patry,5,2022-06-29,Très beau avec les lumières,
373,Simon Beaudin,5,2020-06-29,Très beau le pont toute illuminé.,
374,Jérémy Enaudeau,5,2022-12-01,No review text provided.,
375,Mathieux,5,2018-06-30,Vraiment désolé pour le prix de mais trop magnifique à regarder le soir,
376,Linda Pellegrino,4,2021-06-29,Il est tellement beau  depuis ses lumières,
377,M Bisson,4,2022-06-29,Beau la nuit facile pas trop de teaffic,
378,Carl Jinchereau,5,2017-06-30,Les travaux effectués au pont pour le système de lumières fera vibrer Montréal comme jamais,
379,Denis Marchand,5,2018-06-30,De toute beauté ils ont fait un travail d'éclairage formidable.,
380,Pat Martin,3,2018-06-30,Pas la meilleure place pour tomber en panne à l'heure de pointe AM direction rive-sud...,
381,Loim Hen,3,2018-06-30,Gigantesque construction qui surplombe la ville rappellant bizarrement le Metropolis de Fritz Lang.,
382,Sophie Nantel,5,2020-06-29,Magnifique pont avec une vue sur la Ronde,
383,Pierre-Étienne Touchette,5,2020-06-29,L’illumination du Pont Jacques-Cartier est absolument sublime en ces temps de confinement.,
384,Эндрю,5,2023-03-01,Beautiful,
385,Qc Ber,5,2019-06-30,Il est tout simplement magnifique le soir tout illuminé!,
386,Ber Pas,3,2020-06-29,Une éternité pour le traverser en voiture. Sûrement mieux et plus vite à pied !,
387,Vincent Meloche,5,2022-08-03,Le symbole par excellence de notre ville.,
388,Dien Long Luong,4,2020-06-29,"Les lumières
C'est plus l'fun qu'on ne pense",
389,Marielle,4,2020-06-29,Parfait pour regarder les feux d'artifice de la ronde,
390,Erik Morales,5,2020-06-29,Great place to see the fireworks show in Montreal,
391,David Dansereau,5,2022-11-01,Toujours aussi majestueux.,
392,Alain Canty,4,2018-06-30,les lumières du pont sur ma terrasse est superbe,
393,michelle mulholland,5,2020-06-29,C'est un beau pont.,
394,Alfacarinae Wraith,5,2019-06-30,"A traverser à pied dans les 2 sens
Magnifiques photos à faire de Montréal",
395,Patrick Desrochers,5,2017-06-30,De beaux points de vue!,
396,Jonathan De Almeida,5,2018-06-30,Beautiful bridge topped by pinnacles of the Eiffel Tower,
397,Yves Lalancette,5,2021-06-29,Plus beau pont au Canada,
398,Pascal Monette,4,2019-06-30,Une vue spendide de la rue Ste-Catherine et du pont Jacques-Cartier,
399,Osdelvys Ramirez Frometa,5,2022-06-29,No review text provided.,
400,Blue Garbage Toxic waist,4,2022-06-29,Bel endroit pour avoir des palpitations cardiaques.,
401,Jeff,5,2018-06-30,Concept lumiére excellent mais pas assez large 😅 …,
402,Pascal Bourgault,5,2018-06-30,Belle architecture et accessible en vélo.,
403,Jacques Coiteux,4,2021-06-29,Pas trop d autos à mon passage.,
404,Lam L,5,2020-06-29,Très beau site. Incontournable à Montréal,
405,Alain Samson,3,2019-06-30,S'il pouvait être ouvert aux vélos l'hiver,
406,Yahya El Baba,4,2021-06-29,No review text provided.,
407,Fran laroche,2,2018-06-30,"Juste un pont, mais qui a coûté très cher a illuminé",
408,Mesut Durukal,4,2023-03-01,No review text provided.,
409,Rachid Hachi,5,2019-06-30,Endroit emblématique à visiter avec sa tour à horloge.,
410,Luisa Barbieri,5,2020-06-29,No review text provided.,
411,Marie Maltais,5,2019-06-30,"À traverser à pied, des deux côtés. Magnifique.",
412,Joelle Bachand,5,2020-06-29,"Je suis a la ronde, yé bin beau.",
413,Lorraine Redoute,4,2020-06-29,Beau spectacle et belle vue !,
414,Yvon Gallant,5,2022-06-29,No review text provided.,
415,Marilyn Vallée,5,2020-06-29,Le plus beau Pont au Québec!,
416,Steve Loisel,5,2019-06-30,Les travaux avance bien et la paye est bonne,
417,Richard Doyle,4,2020-06-29,Beau pont illuminé le soir,
418,Bernard,5,2020-06-29,Belle place pour faire de la photo,
419,Justin Gadoury,5,2018-06-30,Le pont illuminé est beau,
420,Yannick St-Onge (Yünnick),5,2020-06-29,La place à être pour voir les feux d artifice,
421,Jean-Yves PARET,3,2017-06-30,Belle vue sur la ville et les îles du Saint Laurent,
422,McRob,5,2020-06-29,Avec les belles lumières la nuit de tout beauté,
423,ʕ ́•ᴥ•`ʔ ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ,5,2021-06-29,No review text provided.,
424,youppi Patenaude,5,2020-06-29,Parfait pour voir les feux Loto-Quebeci,
425,Paco Bordeleau,4,2022-06-29,"Trop de gens, beau pont",
426,Mario Hains,5,2020-06-29,Majestueux pont tout lumineux,
427,SREEJITH VARADARAJAN,3,2023-04-30,No review text provided.,
428,erijahzeel rojas,5,2020-06-29,Excellent view of the St. Lawrence River,
429,Chris Jin,5,2017-06-30,Finalement un pont qui va attirer des visiteurs!,
430,Jean Divers,5,2020-06-29,Piste cyclable élargie. Jeu de lumière le soir !!!,
431,Michel Turcotte,2,2023-03-01,"Attente, attente,attente…",
432,Etienne Langlois Robitaille,4,2022-06-29,belle vue,
433,christophe LEYRONAS,5,2020-06-29,Très jolie la nuit,
434,Patrick Tourangeau,5,2019-06-30,Très beau avec les lumiere,
435,Hassina Ouchia,5,2018-06-30,Il est plus beau le soir,
436,M L,5,2019-06-30,Le soleil le matin très fort pour les yeux,
437,Louis-Antoine LeBel,4,2019-06-30,"ouchie ouch mes pieds, j'ai mal. 4 étoiles",
438,Gerald Chartre,5,2018-06-30,Un pont hors de l'ordinaire incroyable,
439,Marie Sabourin,5,2017-06-30,Il y avait beaucoup d'ambiance,
440,Hicham El Asri,5,2021-06-29,Beau à voir avec les lumières,
441,Cristobal M.S.,5,2018-06-30,très agréable landscape  de la ville,
442,Marc Gauthier,5,2017-06-30,Très beau pont,
443,yannick Manson,5,2022-06-29,Beau pont,
444,Claude Dubois,5,2018-06-30,Bon trajet pour le casino de Montréal.,
445,Paul Langevin,1,2022-06-29,Trash niveau traffic,
446,Rose R,5,2020-06-29,De toute beauté avec ses lumières😍 …,
447,Isabelle Bouchard,5,2018-06-30,Superbe spectacle sons et lumières.,
448,Christian Montmeny,5,2020-06-29,C'est beau les lumières,
449,Lysiane Meresse,5,2020-06-29,Beau feu d'artifice,
450,Louise Landry,3,2020-06-29,Tjrs trop de monde les entrées oufff,
451,omkar chowdary,4,2021-06-29,No review text provided.,
452,Martine Martine,5,2022-06-29,Mon pont préféré!,
453,Denis Brazeau,5,2020-06-29,A voir le soir lorsqu'il est illuminé,
454,Charles Carrillo,2,2018-06-30,Très mauvaise circulation malgré la présence  policière,
455,Matthieu Gacel,5,2022-06-29,Belle architecture,
456,Daniel Bucio,5,2022-11-01,No review text provided.,
457,Michel Pérusse,4,2021-06-29,Il dépanne bien.,
458,Francis Salois,5,2019-06-30,Éclairage superbe.  C’est une réussite.,
459,Marc-Antoine Gervais-Hotte,5,2020-06-29,Belle vue de mtl,
460,Gerard Gay,5,2022-09-02,Superbement mis en valeur,
461,SP S,3,2017-06-30,No review text provided.,
462,Adriano Alex,5,2018-06-30,Linda is illuminated at night..,
463,Sara DTX,4,2022-09-02,Belle expériences,
464,Nathaniel Paquin,5,2017-06-30,Très belle vue,
465,Daniel Forest,5,2020-06-29,Direction Google facile et clair,
466,josée robert,5,2021-06-29,Très beau,
467,Jean-Claude Asselin,4,2018-06-30,Beau défi en vélo,
468,Jose Trejo,4,2018-06-30,Really nice view,
469,master kill,5,2020-06-29,Tres beau,
470,Francois Lapointe,5,2020-06-29,5 minute de bonheur par heure,
471,Fred,5,2022-06-29,No review text provided.,
472,Mathieu Gregoire,5,2020-06-29,Vue splendide !,
473,Eric ZU,1,2022-06-29,laide,
474,Cote Christian,2,2020-06-29,Trop long,
475,Alejandro Pineda,5,2020-06-29,No review text provided.,
476,Steve Edwards - Sitivi,4,2020-06-29,Pavé en mauvais état. Fonctionnel.,
477,DJ Mc Mabster,5,2017-06-30,Yeah Sixflags La Ronde,
478,Sylvain Piquette,3,2022-06-29,Beaucoup de trafic,
479,Nicolas MIAUT,5,2019-06-30,Joli pont,
480,isma soucy,4,2019-06-30,Beau pont,
481,Andre Nadeau,5,2022-06-29,Illuminé le soir… À voir,
482,Tamás Vastag,4,2022-06-29,No review text provided.,
483,Elizabeth Almeida,5,2019-06-30,No review text provided.,
484,Alexandre “Allll KOLIQUE” Beaulieu,5,2020-06-29,Excellent pour pêcher,
485,Satish Kumar Tumulu,5,2020-06-29,No review text provided.,
486,Aldo S.,5,2020-06-29,No review text provided.,
487,Rocio Lacombe,5,2018-06-30,Illuminé il est sublime!!!,
488,CINDY LARCHER,5,2020-06-29,Magnifique de nuit,
489,Marwane,5,2019-06-30,Un des plus beaux !,
490,Henri périard,4,2022-06-29,Impressionnant!,
491,aline Dion,5,2021-06-29,Facile d acces,
492,Hidour Boussad,3,2023-04-30,Emboutiller,
493,Yan Lara,5,2022-06-29,Beautiful,
494,Denis Demyankov,4,2022-08-03,No review text provided.,
495,Christian Demaison,3,2020-06-29,Idem à ce que l'on peut voir AU USA,
496,M,5,2022-06-29,No review text provided.,
497,Ali Ahmadi,5,2022-06-29,No review text provided.,
498,Safwan Ahmad,5,2022-06-29,No review text provided.,
499,Mickaël B. (MikhaLOurs),5,2017-06-30,Superbe monument.,
500,Mr. Shark,5,2021-06-29,Listen to the party's command,
501,Samuel Harvey,3,2017-06-30,Tout le temps du traffic,
502,Sandra Belair,5,2022-11-01,😉 …,
503,Mariam Ka (GreenLov3r),5,2019-06-30,No review text provided.,
504,robert mitchell,5,2017-06-30,En direction mont St-Hilaire,
505,christelle normand,5,2021-06-29,Bien,
506,David Fontaine,5,2018-06-30,Toujours tres acchanlander,
507,MoussaPlayz - Roblox,5,2020-06-29,Trop chamné trop bien,
508,Sara Debay,4,2018-06-30,No review text provided.,
509,Dassine Azouaoui,5,2020-06-29,Belle vue.,
